Name,Title,Name
You Ain't the First,Use Your Illusion I,Rock
Bad Obsession,Use Your Illusion I,Rock
Back off Bitch,Use Your Illusion I,Rock
Double Talkin' Jive,Use Your Illusion I,Rock
November Rain,Use Your Illusion I,Rock
The Garden,Use Your Illusion I,Rock
Garden of Eden,Use Your Illusion I,Rock
Don't Damn Me,Use Your Illusion I,Rock
Bad Apples,Use Your Illusion I,Rock
Dead Horse,Use Your Illusion I,Rock
Coma,Use Your Illusion I,Rock
Civil War,Use Your Illusion II,Metal
14 Years,Use Your Illusion II,Metal
Yesterdays,Use Your Illusion II,Metal
Knockin' On Heaven's Door,Use Your Illusion II,Metal
Get In The Ring,Use Your Illusion II,Metal
Shotgun Blues,Use Your Illusion II,Metal
Breakdown,Use Your Illusion II,Metal
Pretty Tied Up,Use Your Illusion II,Metal
Locomotive,Use Your Illusion II,Metal
So Fine,Use Your Illusion II,Metal
Estranged,Use Your Illusion II,Metal
You Could Be Mine,Use Your Illusion II,Metal
Don't Cry,Use Your Illusion II,Metal
My World,Use Your Illusion II,Metal
Colibri,Blue Moods,Jazz
Love Is The Colour,Blue Moods,Jazz
Magnetic Ocean,Blue Moods,Jazz
Deep Waters,Blue Moods,Jazz
L'Arc En Ciel De Miles,Blue Moods,Jazz
Gypsy,Blue Moods,Jazz
Journey Into Sunlight,Blue Moods,Jazz
Sunchild,Blue Moods,Jazz
Millenium,Blue Moods,Jazz
Thinking 'Bout Tomorrow,Blue Moods,Jazz
Jacob's Ladder,Blue Moods,Jazz
She Wears Black,Blue Moods,Jazz
Dark Side Of The Cog,Blue Moods,Jazz
Different World,A Matter of Life and Death,Rock
These Colours Don't Run,A Matter of Life and Death,Rock
Brighter Than a Thousand Suns,A Matter of Life and Death,Rock
The Pilgrim,A Matter of Life and Death,Rock
The Longest Day,A Matter of Life and Death,Rock
Out of the Shadows,A Matter of Life and Death,Rock
The Reincarnation of Benjamin Breeg,A Matter of Life and Death,Rock
For the Greater Good of God,A Matter of Life and Death,Rock
Lord of Light,A Matter of Life and Death,Rock
The Legacy,A Matter of Life and Death,Rock
Hallowed Be Thy Name (Live) [Non Album Bonus Track],A Matter of Life and Death,Rock
The Number Of The Beast,A Real Dead One,Metal
The Trooper,A Real Dead One,Metal
Prowler,A Real Dead One,Metal
Transylvania,A Real Dead One,Metal
Remember Tomorrow,A Real Dead One,Metal
Where Eagles Dare,A Real Dead One,Metal
Sanctuary,A Real Dead One,Metal
Running Free,A Real Dead One,Metal
Run To The Hilss,A Real Dead One,Metal
2 Minutes To Midnight,A Real Dead One,Metal
Iron Maiden,A Real Dead One,Metal
Hallowed Be Thy Name,A Real Dead One,Metal
Be Quick Or Be Dead,A Real Live One,Metal
From Here To Eternity,A Real Live One,Metal
Can I Play With Madness,A Real Live One,Metal
Wasting Love,A Real Live One,Metal
Tailgunner,A Real Live One,Metal
The Evil That Men Do,A Real Live One,Metal
Afraid To Shoot Strangers,A Real Live One,Metal
Bring Your Daughter... To The Slaughter,A Real Live One,Metal
Heaven Can Wait,A Real Live One,Metal
The Clairvoyant,A Real Live One,Metal
Fear Of The Dark,A Real Live One,Metal
The Wicker Man,Brave New World,Rock
Ghost Of The Navigator,Brave New World,Rock
Brave New World,Brave New World,Rock
Blood Brothers,Brave New World,Rock
The Mercenary,Brave New World,Rock
Dream Of Mirrors,Brave New World,Rock
The Fallen Angel,Brave New World,Rock
The Nomad,Brave New World,Rock
Out Of The Silent Planet,Brave New World,Rock
The Thin Line Between Love & Hate,Brave New World,Rock
Wildest Dreams,Dance Of Death,Heavy Metal
Rainmaker,Dance Of Death,Heavy Metal
No More Lies,Dance Of Death,Heavy Metal
Montsegur,Dance Of Death,Heavy Metal
Dance Of Death,Dance Of Death,Heavy Metal
Gates Of Tomorrow,Dance Of Death,Heavy Metal
New Frontier,Dance Of Death,Heavy Metal
Paschendale,Dance Of Death,Heavy Metal
Face In The Sand,Dance Of Death,Heavy Metal
Age Of Innocence,Dance Of Death,Heavy Metal
Journeyman,Dance Of Death,Heavy Metal
Be Quick Or Be Dead,Fear Of The Dark,Rock
From Here To Eternity,Fear Of The Dark,Rock
Afraid To Shoot Strangers,Fear Of The Dark,Rock
Fear Is The Key,Fear Of The Dark,Rock
Childhood's End,Fear Of The Dark,Rock
Wasting Love,Fear Of The Dark,Rock
The Fugitive,Fear Of The Dark,Rock
Chains Of Misery,Fear Of The Dark,Rock
The Apparition,Fear Of The Dark,Rock
Judas Be My Guide,Fear Of The Dark,Rock
Weekend Warrior,Fear Of The Dark,Rock
Fear Of The Dark,Fear Of The Dark,Rock
01 - Prowler,Iron Maiden,Blues
02 - Sanctuary,Iron Maiden,Blues
03 - Remember Tomorrow,Iron Maiden,Blues
04 - Running Free,Iron Maiden,Blues
05 - Phantom of the Opera,Iron Maiden,Blues
06 - Transylvania,Iron Maiden,Blues
07 - Strange World,Iron Maiden,Blues
08 - Charlotte the Harlot,Iron Maiden,Blues
09 - Iron Maiden,Iron Maiden,Blues
The Ides Of March,Killers,Heavy Metal
Wrathchild,Killers,Heavy Metal
Murders In The Rue Morgue,Killers,Heavy Metal
Another Life,Killers,Heavy Metal
Genghis Khan,Killers,Heavy Metal
Innocent Exile,Killers,Heavy Metal
Killers,Killers,Heavy Metal
Prodigal Son,Killers,Heavy Metal
Purgatory,Killers,Heavy Metal
Drifter,Killers,Heavy Metal
Intro- Churchill S Speech,Live After Death,Heavy Metal
Aces High,Live After Death,Heavy Metal
2 Minutes To Midnight,Live After Death,Metal
The Trooper,Live After Death,Metal
Revelations,Live After Death,Metal
Flight Of Icarus,Live After Death,Metal
Rime Of The Ancient Mariner,Live After Death,Metal
Powerslave,Live After Death,Metal
The Number Of The Beast,Live After Death,Metal
Hallowed Be Thy Name,Live After Death,Metal
Iron Maiden,Live After Death,Metal
Run To The Hills,Live After Death,Metal
Running Free,Live After Death,Metal
Wrathchild,Live After Death,Heavy Metal
Acacia Avenue,Live After Death,Heavy Metal
Children Of The Damned,Live After Death,Heavy Metal
Die With Your Boots On,Live After Death,Heavy Metal
Phantom Of The Opera,Live After Death,Heavy Metal
Be Quick Or Be Dead,Live At Donington 1992 (Disc 1),Rock
The Number Of The Beast,Live At Donington 1992 (Disc 1),Rock
Wrathchild,Live At Donington 1992 (Disc 1),Rock
From Here To Eternity,Live At Donington 1992 (Disc 1),Rock
Can I Play With Madness,Live At Donington 1992 (Disc 1),Rock
Wasting Love,Live At Donington 1992 (Disc 1),Rock
Tailgunner,Live At Donington 1992 (Disc 1),Rock
The Evil That Men Do,Live At Donington 1992 (Disc 1),Rock
Afraid To Shoot Strangers,Live At Donington 1992 (Disc 1),Rock
Fear Of The Dark,Live At Donington 1992 (Disc 1),Rock
Bring Your Daughter... To The Slaughter...,Live At Donington 1992 (Disc 2),Rock
The Clairvoyant,Live At Donington 1992 (Disc 2),Rock
Heaven Can Wait,Live At Donington 1992 (Disc 2),Rock
Run To The Hills,Live At Donington 1992 (Disc 2),Rock
2 Minutes To Midnight,Live At Donington 1992 (Disc 2),Rock
Iron Maiden,Live At Donington 1992 (Disc 2),Rock
Hallowed Be Thy Name,Live At Donington 1992 (Disc 2),Rock
The Trooper,Live At Donington 1992 (Disc 2),Rock
Sanctuary,Live At Donington 1992 (Disc 2),Rock
Running Free,Live At Donington 1992 (Disc 2),Rock
Tailgunner,No Prayer For The Dying,Metal
Holy Smoke,No Prayer For The Dying,Metal
No Prayer For The Dying,No Prayer For The Dying,Metal
Public Enema Number One,No Prayer For The Dying,Metal
Fates Warning,No Prayer For The Dying,Metal
The Assassin,No Prayer For The Dying,Metal
Run Silent Run Deep,No Prayer For The Dying,Metal
Hooks In You,No Prayer For The Dying,Metal
Bring Your Daughter... ...To The Slaughter,No Prayer For The Dying,Metal
Mother Russia,No Prayer For The Dying,Metal
Where Eagles Dare,Piece Of Mind,Metal
Revelations,Piece Of Mind,Metal
Flight Of The Icarus,Piece Of Mind,Metal
Die With Your Boots On,Piece Of Mind,Metal
The Trooper,Piece Of Mind,Metal
Still Life,Piece Of Mind,Metal
Quest For Fire,Piece Of Mind,Metal
Sun And Steel,Piece Of Mind,Metal
To Tame A Land,Piece Of Mind,Metal
Aces High,Powerslave,Metal
2 Minutes To Midnight,Powerslave,Metal
Losfer Words,Powerslave,Metal
Flash of The Blade,Powerslave,Metal
Duelists,Powerslave,Metal
Back in the Village,Powerslave,Metal
Powerslave,Powerslave,Metal
Rime of the Ancient Mariner,Powerslave,Metal
Intro,Rock In Rio [CD1],Metal
The Wicker Man,Rock In Rio [CD1],Metal
Ghost Of The Navigator,Rock In Rio [CD1],Metal
Brave New World,Rock In Rio [CD1],Metal
Wrathchild,Rock In Rio [CD1],Metal
2 Minutes To Midnight,Rock In Rio [CD1],Metal
Blood Brothers,Rock In Rio [CD1],Metal
Sign Of The Cross,Rock In Rio [CD1],Metal
The Mercenary,Rock In Rio [CD1],Metal
The Trooper,Rock In Rio [CD1],Metal
Dream Of Mirrors,Rock In Rio [CD2],Rock
The Clansman,Rock In Rio [CD2],Rock
The Evil That Men Do,Rock In Rio [CD2],Metal
Fear Of The Dark,Rock In Rio [CD2],Rock
Iron Maiden,Rock In Rio [CD2],Rock
The Number Of The Beast,Rock In Rio [CD2],Rock
Hallowed Be Thy Name,Rock In Rio [CD2],Rock
Sanctuary,Rock In Rio [CD2],Rock
Run To The Hills,Rock In Rio [CD2],Rock
Moonchild,Seventh Son of a Seventh Son,Metal
Infinite Dreams,Seventh Son of a Seventh Son,Metal
Can I Play With Madness,Seventh Son of a Seventh Son,Metal
The Evil That Men Do,Seventh Son of a Seventh Son,Metal
Seventh Son of a Seventh Son,Seventh Son of a Seventh Son,Metal
The Prophecy,Seventh Son of a Seventh Son,Metal
The Clairvoyant,Seventh Son of a Seventh Son,Metal
Only the Good Die Young,Seventh Son of a Seventh Son,Metal
Caught Somewhere in Time,Somewhere in Time,Metal
Wasted Years,Somewhere in Time,Metal
Sea of Madness,Somewhere in Time,Metal
Heaven Can Wait,Somewhere in Time,Metal
Stranger in a Strange Land,Somewhere in Time,Metal
Alexander the Great,Somewhere in Time,Metal
De Ja Vu,Somewhere in Time,Metal
The Loneliness of the Long Dis,Somewhere in Time,Metal
22 Acacia Avenue,The Number of The Beast,Metal
Children of the Damned,The Number of The Beast,Metal
Gangland,The Number of The Beast,Metal
Hallowed Be Thy Name,The Number of The Beast,Metal
Invaders,The Number of The Beast,Metal
Run to the Hills,The Number of The Beast,Metal
The Number Of The Beast,The Number of The Beast,Rock
The Prisoner,The Number of The Beast,Metal
Sign Of The Cross,The X Factor,Rock
Lord Of The Flies,The X Factor,Rock
Man On The Edge,The X Factor,Rock
Fortunes Of War,The X Factor,Rock
Look For The Truth,The X Factor,Rock
The Aftermath,The X Factor,Rock
Judgement Of Heaven,The X Factor,Rock
Blood On The World's Hands,The X Factor,Rock
The Edge Of Darkness,The X Factor,Rock
2 A.M.,The X Factor,Rock
The Unbeliever,The X Factor,Rock
Futureal,Virtual XI,Rock
The Angel And The Gambler,Virtual XI,Rock
Lightning Strikes Twice,Virtual XI,Rock
The Clansman,Virtual XI,Rock
When Two Worlds Collide,Virtual XI,Rock
The Educated Fool,Virtual XI,Rock
Don't Look To The Eyes Of A Stranger,Virtual XI,Rock
Como Estais Amigos,Virtual XI,Rock
When You Gonna Learn (Digeridoo),Emergency On Planet Earth,Rock
Too Young To Die,Emergency On Planet Earth,Rock
Hooked Up,Emergency On Planet Earth,Rock
Music Of The Wind,Emergency On Planet Earth,Rock
Emergency On Planet Earth,Emergency On Planet Earth,Rock
Blow Your Mind,Emergency On Planet Earth,Rock
Revolution 1993,Emergency On Planet Earth,Rock
Didgin' Out,Emergency On Planet Earth,Rock
Last Chance,Get Born,Alternative & Punk
Are You Gonna Be My Girl,Get Born,Alternative & Punk
Rollover D.J.,Get Born,Alternative & Punk
Look What You've Done,Get Born,Alternative & Punk
Get What You Need,Get Born,Alternative & Punk
Move On,Get Born,Alternative & Punk
Radio Song,Get Born,Alternative & Punk
Get Me Outta Here,Get Born,Alternative & Punk
Cold Hard Bitch,Get Born,Alternative & Punk
Come Around Again,Get Born,Alternative & Punk
Take It Or Leave It,Get Born,Alternative & Punk
Lazy Gun,Get Born,Alternative & Punk
Timothy,Get Born,Alternative & Punk
Foxy Lady,Are You Experienced?,Rock
Manic Depression,Are You Experienced?,Rock
Red House,Are You Experienced?,Rock
Can You See Me,Are You Experienced?,Rock
Love Or Confusion,Are You Experienced?,Rock
I Don't Live Today,Are You Experienced?,Rock
May This Be Love,Are You Experienced?,Rock
Fire,Are You Experienced?,Rock
Third Stone From The Sun,Are You Experienced?,Rock
Remember,Are You Experienced?,Rock
Are You Experienced?,Are You Experienced?,Rock
Hey Joe,Are You Experienced?,Rock
Stone Free,Are You Experienced?,Rock
Purple Haze,Are You Experienced?,Rock
51st Anniversary,Are You Experienced?,Rock
The Wind Cries Mary,Are You Experienced?,Rock
Highway Chile,Are You Experienced?,Rock
Surfing with the Alien,Surfing with the Alien (Remastered),Rock
Ice 9,Surfing with the Alien (Remastered),Rock
Crushing Day,Surfing with the Alien (Remastered),Rock
Satch Boogie,Surfing with the Alien (Remastered),Rock
Hill of the Skull,Surfing with the Alien (Remastered),Rock
Circles,Surfing with the Alien (Remastered),Rock
Lords of Karma,Surfing with the Alien (Remastered),Rock
Midnight,Surfing with the Alien (Remastered),Rock
Echo,Surfing with the Alien (Remastered),Rock
Engenho De Dentro,Jorge Ben Jor 25 Anos,Latin
Alcohol,Jorge Ben Jor 25 Anos,Latin
Mama Africa,Jorge Ben Jor 25 Anos,Latin
Salve Simpatia,Jorge Ben Jor 25 Anos,Latin
País Tropical,Jorge Ben Jor 25 Anos,Latin
Os Alquimistas Estão Chegando,Jorge Ben Jor 25 Anos,Latin
Charles Anjo 45,Jorge Ben Jor 25 Anos,Latin
Selassiê,Jorge Ben Jor 25 Anos,Latin
Menina Sarará,Jorge Ben Jor 25 Anos,Latin
Que Maravilha,Jorge Ben Jor 25 Anos,Latin
Santa Clara Clareou,Jorge Ben Jor 25 Anos,Latin
Filho Maravilha,Jorge Ben Jor 25 Anos,Latin
Taj Mahal,Jorge Ben Jor 25 Anos,Latin
Rapidamente,Jota Quest-1995,Latin
As Dores do Mundo,Jota Quest-1995,Latin
Vou Pra Ai,Jota Quest-1995,Latin
My Brother,Jota Quest-1995,Latin
Há Quanto Tempo,Jota Quest-1995,Latin
Vício,Jota Quest-1995,Latin
Encontrar Alguém,Jota Quest-1995,Latin
Dance Enquanto é Tempo,Jota Quest-1995,Latin
A Tarde,Jota Quest-1995,Latin
Always Be All Right,Jota Quest-1995,Latin
Sem Sentido,Jota Quest-1995,Latin
Onibusfobia,Jota Quest-1995,Latin
Pura Elegancia,Cafezinho,World
Choramingando,Cafezinho,World
Por Merecer,Cafezinho,World
No Futuro,Cafezinho,World
Voce Inteira,Cafezinho,World
Cuando A Noite Vai Chegando,Cafezinho,World
Naquele Dia,Cafezinho,World
Equinocio,Cafezinho,World
Papelão,Cafezinho,World
Cuando Eu For Pro Ceu,Cafezinho,World
Do Nosso Amor,Cafezinho,World
Borogodo,Cafezinho,World
Cafezinho,Cafezinho,World
Enquanto O Dia Não Vem,Cafezinho,World
The Green Manalishi,Living After Midnight,Metal
Living After Midnight,Living After Midnight,Metal
Breaking The Law (Live),Living After Midnight,Metal
Hot Rockin',Living After Midnight,Metal
Heading Out To The Highway (Live),Living After Midnight,Metal
The Hellion,Living After Midnight,Metal
Electric Eye,Living After Midnight,Metal
You've Got Another Thing Comin',Living After Midnight,Metal
Turbo Lover,Living After Midnight,Metal
Freewheel Burning,Living After Midnight,Metal
Some Heads Are Gonna Roll,Living After Midnight,Metal
Metal Meltdown,Living After Midnight,Metal
Ram It Down,Living After Midnight,Metal
Diamonds And Rust (Live),Living After Midnight,Metal
Victim Of Change (Live),Living After Midnight,Metal
Tyrant (Live),Living After Midnight,Metal
Comin' Home,Unplugged [Live],Rock
Plaster Caster,Unplugged [Live],Rock
Goin' Blind,Unplugged [Live],Rock
Do You Love Me,Unplugged [Live],Rock
Domino,Unplugged [Live],Rock
Sure Know Something,Unplugged [Live],Rock
A World Without Heroes,Unplugged [Live],Rock
Rock Bottom,Unplugged [Live],Rock
See You Tonight,Unplugged [Live],Rock
I Still Love You,Unplugged [Live],Rock
Every Time I Look At You,Unplugged [Live],Rock
Beth,Unplugged [Live],Rock
Nothin' To Lose,Unplugged [Live],Rock
Rock And Roll All Nite,Unplugged [Live],Rock
Immigrant Song,BBC Sessions [Disc 2] [Live],Rock
Heartbreaker,BBC Sessions [Disc 2] [Live],Rock
Since I've Been Loving You,BBC Sessions [Disc 2] [Live],Rock
Black Dog,BBC Sessions [Disc 2] [Live],Rock
Dazed And Confused,BBC Sessions [Disc 2] [Live],Rock
Stairway To Heaven,BBC Sessions [Disc 2] [Live],Rock
Going To California,BBC Sessions [Disc 2] [Live],Rock
That's The Way,BBC Sessions [Disc 2] [Live],Rock
Whole Lotta Love (Medley),BBC Sessions [Disc 2] [Live],Rock
Thank You,BBC Sessions [Disc 2] [Live],Rock
We're Gonna Groove,Coda,Rock
Poor Tom,Coda,Rock
I Can't Quit You Baby,Coda,Rock
Walter's Walk,Coda,Rock
Ozone Baby,Coda,Rock
Darlene,Coda,Rock
Bonzo's Montreux,Coda,Rock
Wearing And Tearing,Coda,Rock
The Song Remains The Same,Houses Of The Holy,Rock
The Rain Song,Houses Of The Holy,Rock
Over The Hills And Far Away,Houses Of The Holy,Rock
The Crunge,Houses Of The Holy,Rock
Dancing Days,Houses Of The Holy,Rock
D'Yer Mak'er,Houses Of The Holy,Rock
No Quarter,Houses Of The Holy,Rock
The Ocean,Houses Of The Holy,Rock
In The Evening,In Through The Out Door,Rock
South Bound Saurez,In Through The Out Door,Rock
Fool In The Rain,In Through The Out Door,Rock
Hot Dog,In Through The Out Door,Rock
Carouselambra,In Through The Out Door,Rock
All My Love,In Through The Out Door,Rock
I'm Gonna Crawl,In Through The Out Door,Rock
Black Dog,IV,Rock
Rock & Roll,IV,Rock
The Battle Of Evermore,IV,Rock
Stairway To Heaven,IV,Rock
Misty Mountain Hop,IV,Rock
Four Sticks,IV,Rock
Going To California,IV,Rock
When The Levee Breaks,IV,Rock
Good Times Bad Times,Led Zeppelin I,Rock
Babe I'm Gonna Leave You,Led Zeppelin I,Rock
You Shook Me,Led Zeppelin I,Rock
Dazed and Confused,Led Zeppelin I,Rock
Your Time Is Gonna Come,Led Zeppelin I,Rock
Black Mountain Side,Led Zeppelin I,Rock
Communication Breakdown,Led Zeppelin I,Rock
I Can't Quit You Baby,Led Zeppelin I,Rock
How Many More Times,Led Zeppelin I,Rock
Whole Lotta Love,Led Zeppelin II,Rock
What Is And What Should Never Be,Led Zeppelin II,Rock
The Lemon Song,Led Zeppelin II,Rock
Thank You,Led Zeppelin II,Rock
Heartbreaker,Led Zeppelin II,Rock
Living Loving Maid (She's Just A Woman),Led Zeppelin II,Rock
Ramble On,Led Zeppelin II,Rock
Moby Dick,Led Zeppelin II,Rock
Bring It On Home,Led Zeppelin II,Rock
Immigrant Song,Led Zeppelin III,Rock
Friends,Led Zeppelin III,Rock
Celebration Day,Led Zeppelin III,Rock
Since I've Been Loving You,Led Zeppelin III,Rock
Out On The Tiles,Led Zeppelin III,Rock
Gallows Pole,Led Zeppelin III,Rock
Tangerine,Led Zeppelin III,Rock
That's The Way,Led Zeppelin III,Rock
Bron-Y-Aur Stomp,Led Zeppelin III,Rock
Hats Off To (Roy) Harper,Led Zeppelin III,Rock
In The Light,Physical Graffiti [Disc 2],Rock
Bron-Yr-Aur,Physical Graffiti [Disc 2],Rock
Down By The Seaside,Physical Graffiti [Disc 2],Rock
Ten Years Gone,Physical Graffiti [Disc 2],Rock
Night Flight,Physical Graffiti [Disc 2],Rock
The Wanton Song,Physical Graffiti [Disc 2],Rock
Boogie With Stu,Physical Graffiti [Disc 2],Rock
Black Country Woman,Physical Graffiti [Disc 2],Rock
Sick Again,Physical Graffiti [Disc 2],Rock
Achilles Last Stand,Presence,Rock
For Your Life,Presence,Rock
Royal Orleans,Presence,Rock
Nobody's Fault But Mine,Presence,Rock
Candy Store Rock,Presence,Rock
Hots On For Nowhere,Presence,Rock
Tea For One,Presence,Rock
Rock & Roll,The Song Remains The Same (Disc 1),Rock
Celebration Day,The Song Remains The Same (Disc 1),Rock
The Song Remains The Same,The Song Remains The Same (Disc 1),Rock
Rain Song,The Song Remains The Same (Disc 1),Rock
Dazed And Confused,The Song Remains The Same (Disc 1),Rock
No Quarter,The Song Remains The Same (Disc 2),Rock
Stairway To Heaven,The Song Remains The Same (Disc 2),Rock
Moby Dick,The Song Remains The Same (Disc 2),Rock
Whole Lotta Love,The Song Remains The Same (Disc 2),Rock
Natália,A TempestadeTempestade Ou O Livro Dos Dias,Latin
L'Avventura,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Música De Trabalho,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Longe Do Meu Lado,A TempestadeTempestade Ou O Livro Dos Dias,Latin
A Via Láctea,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Música Ambiente,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Aloha,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Soul Parsifal,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Dezesseis,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Mil Pedaços,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Leila,A TempestadeTempestade Ou O Livro Dos Dias,Latin
1º De Julho,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Esperando Por Mim,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Quando Você Voltar,A TempestadeTempestade Ou O Livro Dos Dias,Latin
O Livro Dos Dias,A TempestadeTempestade Ou O Livro Dos Dias,Latin
Será,Mais Do Mesmo,Latin
Ainda É Cedo,Mais Do Mesmo,Latin
Geração Coca-Cola,Mais Do Mesmo,Latin
Eduardo E Mônica,Mais Do Mesmo,Latin
Tempo Perdido,Mais Do Mesmo,Latin
Indios,Mais Do Mesmo,Latin
Que País É Este,Mais Do Mesmo,Latin
Faroeste Caboclo,Mais Do Mesmo,Latin
Há Tempos,Mais Do Mesmo,Latin
Pais E Filhos,Mais Do Mesmo,Latin
Meninos E Meninas,Mais Do Mesmo,Latin
Vento No Litoral,Mais Do Mesmo,Latin
Perfeição,Mais Do Mesmo,Latin
Giz,Mais Do Mesmo,Latin
Dezesseis,Mais Do Mesmo,Latin
Antes Das Seis,Mais Do Mesmo,Latin
Are You Gonna Go My Way,Greatest Hits,Rock
Fly Away,Greatest Hits,Rock
Rock And Roll Is Dead,Greatest Hits,Rock
Again,Greatest Hits,Rock
It Ain't Over 'Til It's Over,Greatest Hits,Rock
Can't Get You Off My Mind,Greatest Hits,Rock
Mr. Cab Driver,Greatest Hits,Rock
American Woman,Greatest Hits,Rock
Stand By My Woman,Greatest Hits,Rock
Always On The Run,Greatest Hits,Rock
Heaven Help,Greatest Hits,Rock
I Belong To You,Greatest Hits,Rock
Believe,Greatest Hits,Rock
Let Love Rule,Greatest Hits,Rock
Black Velveteen,Greatest Hits,Rock
Assim Caminha A Humanidade,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Honolulu,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Dancin´Days,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Um Pro Outro,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Aviso Aos Navegantes,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Casa,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Condição,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Hyperconectividade,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
O Descobridor Dos Sete Mares,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Satisfação,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Brumário,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Um Certo Alguém,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Fullgás,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Sábado À Noite,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
A Cura,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Aquilo,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Atrás Do Trio Elétrico,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Senta A Pua,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Ro-Que-Se-Da-Ne,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Tudo Bem,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Toda Forma De Amor,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Tudo Igual,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Fogo De Palha,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Sereia,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Assaltaram A Gramática,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Se Você Pensa,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
Lá Vem O Sol (Here Comes The Sun),Lulu Santos - RCA 100 Anos De Música - Álbum 01,Latin
O Último Romântico (Ao Vivo),Lulu Santos - RCA 100 Anos De Música - Álbum 02,Latin
Pseudo Silk Kimono,Misplaced Childhood,Rock
Kayleigh,Misplaced Childhood,Rock
Lavender,Misplaced Childhood,Rock
Waterhole (Expresso Bongo),Misplaced Childhood,Rock
Lords Of The Backstage,Misplaced Childhood,Rock
White Feather,Misplaced Childhood,Rock
Arrepio,Barulhinho Bom,Latin
Magamalabares,Barulhinho Bom,Latin
Chuva No Brejo,Barulhinho Bom,Latin
Cérebro Eletrônico,Barulhinho Bom,Latin
Tempos Modernos,Barulhinho Bom,Latin
Maraçá,Barulhinho Bom,Latin
Blanco,Barulhinho Bom,Latin
Panis Et Circenses,Barulhinho Bom,Latin
De Noite Na Cama,Barulhinho Bom,Latin
Beija Eu,Barulhinho Bom,Latin
Give Me Love,Barulhinho Bom,Latin
Ainda Lembro,Barulhinho Bom,Latin
A Menina Dança,Barulhinho Bom,Latin
Dança Da Solidão,Barulhinho Bom,Latin
Ao Meu Redor,Barulhinho Bom,Latin
Bem Leve,Barulhinho Bom,Latin
Segue O Seco,Barulhinho Bom,Latin
O Xote Das Meninas,Barulhinho Bom,Latin
Down Under,The Best Of Men At Work,Rock
Overkill,The Best Of Men At Work,Rock
Be Good Johnny,The Best Of Men At Work,Rock
Everything I Need,The Best Of Men At Work,Rock
Down by the Sea,The Best Of Men At Work,Rock
Who Can It Be Now?,The Best Of Men At Work,Rock
It's a Mistake,The Best Of Men At Work,Rock
Dr. Heckyll & Mr. Jive,The Best Of Men At Work,Rock
Shakes and Ladders,The Best Of Men At Work,Rock
No Sign of Yesterday,The Best Of Men At Work,Rock
Enter Sandman,Black Album,Metal
Sad But True,Black Album,Metal
Holier Than Thou,Black Album,Metal
The Unforgiven,Black Album,Metal
Wherever I May Roam,Black Album,Metal
Don't Tread On Me,Black Album,Metal
Through The Never,Black Album,Metal
Nothing Else Matters,Black Album,Metal
Of Wolf And Man,Black Album,Metal
The God That Failed,Black Album,Metal
My Friend Of Misery,Black Album,Metal
The Struggle Within,Black Album,Metal
Helpless,Garage Inc. (Disc 2),Metal
The Small Hours,Garage Inc. (Disc 2),Metal
The Wait,Garage Inc. (Disc 2),Metal
Crash Course In Brain Surgery,Garage Inc. (Disc 2),Metal
Last Caress Green Hell,Garage Inc. (Disc 2),Metal
